SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
sentinel2;9;945.027529483;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00871872773953,0.0877464050256,-0.166186040265,0.0785258742865,0.669420682588,0.46824442295,-0.0940892236795,-0.0577731449983;-907.210622128;4.70539479961e-05
sentinel2;9;945.027529483;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;-0.00248564173128,0.172149288188,-0.348692358362,-0.322144075056,0.67456088382,-0.290837646127,-0.228824806347,1.42370539172,-1.15854068167,0.0245553807161,0.63419911977,-0.249906431339,0.366637911873,-6.15452738125,3.02695081548,3.39547337808;-922.290378251;3.66955951309e-05
sentinel2;9;945.027529483;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.000147957274989,-0.116302346746,-0.0959858413343,0.907755447822,0.216084154455;-733.688607674;0.000197842426637
sentinel2;10;1373.46188255;terra;2,3,0,1,4,5;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053;0.0650462879004,0.0990009701402,-0.0545156773574,-0.223416244713,0.0502926053221,-0.0167194233792,0.769778099628;-433.623594558;0.00211326831754
sentinel2;10;1373.46188255;aqua;2,3,0,1,4,5;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832;0.0650832991529,0.0984457972112,-0.0526663348439,-0.225541114894,0.0499319139112,-0.0149703973654,0.769320282178;-433.587959591;0.0021138708534
sentinel2;10;1373.46188255;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.0765805275825,2.89259866734,-2.27216689644,-4.05645574444,6.11404082739,-2.57647429723,-1.86820660191,-5.18206647439,7.00934241261,0.649903919602,-2.07533435422,11.7780747158,-7.50450545479,-34.7409452997,47.143069561,-14.1120927556;-469.076394718;0.00137797263439
sentinel2;10;1373.46188255;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.0679928065701,0.0214050999143,-0.186995154464,0.035807125725,0.744343496806;-437.385636305;0.00211729510626
sentinel2;11;1613.65940666;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00265343577945,0.0168041256846,-0.0210487619887,0.0252238816652,-0.00236196126946,-0.00100955529628,0.965002553867,0.0278659296656;-1307.20518991;1.9181059809e-06
sentinel2;11;1613.65940666;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.0025235092892,0.0162585571012,-0.0203391520228,0.0238996541379,-0.00204807018937,-0.00121370946272,0.967549675583,0.0259049171115;-1320.64097275;1.72262961321e-06
sentinel2;11;1613.65940666;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.02514628541,2.81014042196,-4.18786839519,5.67314395162,-3.57553344165,-1.22406682149,2.4480946232,-9.43217498957,8.26129690994,0.440393856828,-0.208129956999,1.95038420866,2.40371646495,-41.2930178658,43.9531091636,-6.51061298304;-534.076430823;0.000819232809056
sentinel2;11;1613.65940666;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.000233438783228,-0.00862112337118,0.0382217141707,-0.0188996996326,0.98544373965;-1248.23706108;3.22548479034e-06
sentinel2;12;2202.36668717;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00477316427187,0.0757742432253,0.0392771793686,-0.0873749580418,0.0273455846898,-0.0832312024876,0.26877694617,0.747032148751;-936.024417594;3.73668672523e-05
sentinel2;12;2202.36668717;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00476054938818,0.0747758214448,0.0406559225349,-0.0882322582715,0.0274293456985,-0.0833172143708,0.269672988026,0.746265697557;-935.660757137;3.74757363574e-05
sentinel2;12;2202.36668717;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697;0.0339231651961,2.3434479493,-2.02741590799,3.99060278946,-3.45029719041,-1.45299572539,4.12302948603,-15.7266195848,13.1558441454,0.362442936152,-0.622257581128,0.569744541581,4.26598805956,-29.3114103619,25.1812844329;-518.055955983;0.000946273938127
sentinel2;12;2202.36668717;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00112550863158,0.158430183674,0.0460515329767,-0.184151510503,0.825085205665;-637.344806137;0.000427614163176
vgt;0;459.52;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.000771034543251,0.998443107998,-0.0138772364485,-0.00778671351652,0.000838852796449,0.00366150823726,-0.00448662490236,0.0075363699537;-1440.05560963;6.62678630304e-07
vgt;0;459.52;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.000792320599469,0.998395111656,-0.014286525924,-0.00823134552546,0.000913592790291,0.00385838180165,-0.00491001915111,0.00799476585244;-1429.24243569;7.22556446574e-07
vgt;0;459.52;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.00012188171697,-0.0613799305997,0.718921335762,0.35390276679,-0.00576255674847,-0.000733595601042,-0.0144593540186,0.0413368023283,-0.0380126044054,0.0079110258718,0.00473165464418,-0.0341687959908,0.0415689372623,0.00667852114696,-0.0662208429348,0.0463006556502;-1894.50160805;1.53746825259e-08
vgt;0;459.52;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;0.000343503026429,0.651342917822,0.411432803655,-0.0722540990817,0.00917715284439,-0.00251486660034,0.0163264275954,-0.0645230205792,0.172964623714,-0.119801970045,0.00146385261391,-0.00368674520921,0.00609229233667,-0.00474138638743;-1633.20412415;1.28393791333e-07
vgt;1;662.04;terra;2,3,0,1;465.742398799,553.736229817,646.295673296,856.47984028;0.00220140765252,-0.0643317159989,0.0355690869459,0.997245636185,0.0207784686057;-1246.17293698;3.27918938907e-06
vgt;1;662.04;aqua;2,3,0,1;466.07150204,553.917076647,645.8403499,856.877853417;0.00225271738378,-0.0626764059965,0.0313680441224,1.00004167196,0.0206440457192;-1243.73041491;3.34389545364e-06
vgt;1;662.04;meris;0,1,2,3,4,5,6,7,8,9,10,11;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513;0.000345038349907,-0.00692951490835,0.0249136138716,-0.0983576641151,0.102555075974,-0.0338396524874,0.244992356575,0.558517091514,0.0607271534556,0.140526058119,-0.00180189890347,0.0191411589114,-0.0121650383152;-1767.08671886;4.470302972e-08
vgt;1;662.04;sentinel2;0,1,2,3,4,5,6,7,8,9,10;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255;-0.000112169974667,0.0566036810662,-0.0829939539485,0.0947601679742,0.756793533367,0.180978584903,-0.00881863706493,0.13741979331,-0.310779286854,0.179902059821,0.00806229310353,-0.00581240713129;-1503.52489876;3.74104750263e-07
vgt;2;834.709418838;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.000883259652394,-0.0497490199163,0.093470678572,-0.0162914794195,1.00361300829,-0.0198547305613,-0.0455444683045,0.0458078988176;-1225.27373337;3.69429553724e-06
vgt;2;834.709418838;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00090347876059,-0.0502930810213,0.0945545681635,-0.0163504241154,1.00385270427,-0.0203551815527,-0.0461849336687,0.0463697270973;-1221.50013439;3.80752234746e-06
vgt;2;834.709418838;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.000282717156443,-0.00335093546986,-0.00156646706466,0.032676417963,-0.0370623142458,0.0227616212617,-0.0445694281136,0.065213928217,-0.0388549923863,0.0118464254187,-0.045880022497,0.0060364247146,0.364043328487,1.07022602263,-0.690336409144,0.289533617444;-1728.43050253;5.80492047642e-08
vgt;2;834.709418838;sentinel2;0,1,2,3,4,5,6,7,8,9,10;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255;-0.000100827885698,0.0036469654611,-0.00652266518993,0.0040159614046,0.000685069343472,-0.00300849404323,0.00865470141146,0.0387856481784,0.903241344348,0.0382007357414,0.0122833752614,0.000262036127584;-2144.22840012;2.22311158229e-09
vgt;3;1649.64071856;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00245544149997,-0.00765850534829,0.0263212064461,-0.0264179599,0.0100823963057,-0.00120933624622,0.982906033809,0.0255094623992;-1339.61033805;1.48008134012e-06
vgt;3;1649.64071856;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00233179705525,-0.00817278378093,0.0272793212504,-0.0278923924606,0.0102637984337,-0.000978984174776,0.984866807001,0.0238568147255;-1337.74416401;1.50234382424e-06
vgt;3;1649.64071856;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.0257357584543,2.80043598675,-4.13112161269,5.36771537885,-3.27498290249,-1.23894832019,2.33858150365,-9.44572225473,8.35213870117,0.416416619148,-0.136901142278,2.20433699494,2.03115530483,-41.5633167888,44.5321140044,-6.73819248082;-530.716108274;0.000841554590183
vgt;3;1649.64071856;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;-0.00028737302352,-0.0931819661243,0.0815617621037,0.0155937490494,-0.0202833974899,-0.0262379597054,0.0262864596038,0.281161133728,-0.890030157645,0.584672959953,0.0289657428303,0.0105233350283,0.973985331546,0.0295484875716;-1269.18523147;2.36197444477e-06
